SITE_ID,SAMPLE_ID,SAMPLE_VERSION,REPLICATE_CODE,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,BMWP_N_TAXA,BMWP_TOTAL,BMWP_ASPT,CCI_N_TAXA,CCI_CS_TOTAL,CCI_ASPT,CSmax_CoS,BMWP_CoS,CCI_CoS,CCI,DEHLI_N_TAXA,DIS_TOTAL,DEHLI,EPSI_ML_S_GRP,EPSI_ML_ALL_GRP,EPSI_MIXED_LEVEL_SCORE,EPSI_S_GRP,EPSI_ALL_GRP,EPSI_FAMILY_SCORE,LIFE_N_TAXA,LIFE_SCORES_TOTAL,LIFE_FAMILY_INDEX,PSI_ML_AB,PSI_ML_ABCD,PSI_MIXED_LEVEL_SCORE,PSI_AB,PSI_ABCD,PSI_FAMILY_SCORE,WHPT_N_TAXA,WHPT_TOTAL,WHPT_ASPT,WHPT_NW_N_TAXA,WHPT_NW_TOTAL,WHPT_NW_ASPT,IS_THIRD_PARTY_DATA,LIFE_SPECIES_N_TAXA,LIFE_SPECIES_SCORES_TOTAL,LIFE_SPECIES_INDEX
56217,364115,1,,07/04/2003,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,358010,11/04/2003,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),10,37,4,,,,,,,,11,36,3,1,1,100,1,4,24,9,56,6,,9,0,6,25,24,14,54,4,14,56,4,No,2,11,6
56469,147840,1,,04/04/1986,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115297,04/04/1986,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,51,4,,,,,,,,7,26,4,1,1,100,3,4,74,10,66,7,,2,0,9,19,47,12,52,4,12,54,5,No,,,
56469,148020,1,,20/03/1987,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115499,20/03/1987,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,47,4,,,,,,,,7,27,4,1,1,100,2,3,62,10,66,7,,2,0,7,17,41,12,49,4,12,50,4,No,,,
56469,148627,1,,04/12/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,142895,04/12/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),8,29,4,,,,,,,,5,16,3,,,,1,1,75,6,40,7,,2,0,3,13,23,8,30,4,8,29,4,No,,,
56469,148846,1,,13/03/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140128,13/03/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),9,33,4,,,,,,,,6,19,3,1,1,100,1,3,46,7,45,6,,3,0,4,15,27,10,37,4,10,40,4,No,,,
56469,169098,1,,18/06/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116740,18/06/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),11,39,4,,,,,,,,9,35,4,,,,2,5,48,10,62,6,,2,0,5,21,24,12,44,4,12,45,4,No,,,
56469,176236,1,,15/10/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,142973,15/10/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),17,72,4,,,,,,,,11,38,3,,,,1,5,16,15,92,6,,3,0,5,31,16,17,61,4,17,64,4,No,,,
56469,167043,1,,13/05/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117548,13/05/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,56,4,,,,,,,,10,36,4,,,,,3,0,13,77,6,,3,0,3,26,12,15,53,4,15,52,3,No,,,
56469,170484,1,,10/06/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117643,10/06/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,57,4,,,,,,,,11,32,3,1,1,100,1,4,24,13,78,6,,3,0,4,23,17,15,57,4,15,60,4,No,,,
56469,167769,1,,20/09/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117919,20/09/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,43,4,,,,,,,,8,27,3,,,,,2,0,11,67,6,,2,0,2,18,11,13,50,4,13,48,4,No,,,
56469,172974,1,,14/04/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118306,14/04/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,46,4,,,,,,,,9,33,4,,,,,2,0,11,68,6,,3,0,2,20,10,13,48,4,13,47,4,No,,,
56469,150571,1,,21/09/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118645,21/09/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,63,5,,,,,,,,9,38,4,,,,,3,0,12,74,6,,3,0,2,21,10,13,50,4,13,49,4,No,,,
56469,150974,1,,01/07/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119137,01/07/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,43,4,3,3,1,1,1,1,1,9,29,3,1,2,32,1,3,31,11,68,6,1,10,10,2,19,11,13,53,4,13,52,4,No,6,37,6
56469,168400,1,,11/10/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119344,11/10/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,66,4,4,4,1,1,3,3,3,10,37,4,,2,0,,3,0,13,77,6,,11,0,1,24,4,15,58,4,15,59,4,No,4,23,6
56469,151456,1,,19/05/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119716,19/05/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),18,82,5,4,4,1,1,3,3,3,13,52,4,2,3,55,1,4,24,16,102,6,2,9,22,5,25,20,18,76,4,18,76,4,No,4,27,7
56469,151714,1,,01/11/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120039,01/11/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,51,4,3,3,1,1,3,3,3,8,32,4,,1,0,1,3,22,12,74,6,,8,0,4,25,16,14,51,4,14,53,4,No,3,18,6
56469,176523,1,,25/03/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143314,25/03/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),9,37,4,2,2,1,1,1,1,1,5,16,3,,1,0,1,2,26,8,52,7,,2,0,4,13,31,9,35,4,9,36,4,No,2,12,6
56469,152454,1,,23/09/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140519,23/09/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,56,4,2,2,1,1,3,3,3,12,47,4,,1,0,1,5,11,13,80,6,,7,0,2,25,8,15,57,4,15,59,4,No,3,19,6
56469,152962,1,,07/10/1997,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143410,07/10/1997,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,59,4,9,11,1,3,3,3,4,11,42,4,2,6,27,1,5,21,13,81,6,2,23,9,3,24,13,15,59,4,15,60,4,No,13,85,7
55925,148782,1,,02/06/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116418,02/06/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),10,44,4,,,,,,,,5,20,4,2,2,100,6,6,92,8,63,8,,3,0,13,21,62,10,46,5,10,45,5,No,,,
55925,177217,1,,12/03/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116548,12/03/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),9,32,4,,,,,,,,5,20,4,,,,1,2,34,7,44,6,,3,0,3,17,18,9,29,3,9,32,4,No,,,
55925,149166,1,,23/07/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116896,23/07/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),10,39,4,,,,,,,,7,27,4,2,2,100,2,4,45,9,61,7,,2,0,7,20,35,11,41,4,11,44,4,No,,,
55925,149361,1,,19/11/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117149,19/11/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),6,23,4,,,,,,,,4,13,3,,,,2,3,58,5,33,7,,,,4,12,33,6,20,3,6,25,4,No,,,
55925,149660,1,,08/05/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,139867,08/05/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),8,34,4,,,,,,,,4,9,2,,,,1,2,46,7,44,6,,4,0,4,15,27,9,30,3,9,35,4,No,,,
55925,149900,1,,25/07/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117823,25/07/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,67,4,,,,,,,,10,32,3,1,1,100,1,4,12,13,80,6,,2,0,4,24,17,15,60,4,15,59,4,No,,,
55925,150084,1,,21/10/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118053,21/10/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,46,4,,,,,,,,7,19,3,,,,,3,0,11,69,6,,3,0,3,24,13,13,45,3,13,43,3,No,,,
55925,150250,1,,23/03/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118261,23/03/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,46,4,,,,,,,,8,31,4,2,2,100,2,4,61,10,68,7,,2,0,9,20,45,12,52,4,12,52,4,No,,,
55925,172996,1,,28/09/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143126,28/09/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,49,4,,,,,,,,8,25,3,,,,2,4,36,11,68,6,,2,0,5,26,19,13,48,4,13,50,4,No,,,
55925,177337,1,,21/06/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143169,21/06/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,52,4,3,3,1,1,3,3,3,9,33,4,3,4,76,4,4,78,11,76,7,4,12,33,12,22,55,12,58,5,12,58,5,No,5,32,6
55925,170618,1,,29/11/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119492,29/11/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),5,24,5,2,2,1,1,1,1,1,3,16,5,2,2,100,1,1,100,4,31,8,3,6,50,6,9,67,5,24,5,5,27,5,No,2,17,9
55925,151524,1,,21/06/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140420,21/06/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),17,78,5,2,2,1,1,3,3,3,10,47,5,2,3,71,4,6,62,15,103,7,2,9,22,12,26,46,17,77,5,17,83,5,No,4,28,7
55925,151764,1,,14/11/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120101,14/11/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),17,83,5,,,,,,,,13,51,4,1,1,63,2,5,39,16,105,7,,3,0,10,28,36,17,86,5,17,88,5,No,1,7,7
55925,152237,1,,15/04/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120706,15/04/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),22,105,5,12,15,1,1,5,5,6,17,67,4,5,8,63,4,8,54,20,135,7,7,28,25,14,36,39,22,114,5,22,113,5,No,15,103,7
55925,152431,1,,10/09/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,139883,10/09/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),18,73,4,3,3,1,1,3,3,3,13,46,4,,1,0,2,7,30,17,108,6,,10,0,7,35,20,18,76,4,18,78,4,No,5,31,6
55925,173223,1,,14/10/1997,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143412,14/10/1997,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),16,65,4,5,5,1,1,3,3,3,13,50,4,3,5,59,4,8,49,16,105,7,5,17,29,12,32,38,17,82,5,17,80,5,No,8,56,7
56339,147712,1,,05/07/1985,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115152,05/07/1985,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),25,131,5,,,,,,,,14,69,5,2,2,100,6,8,71,23,162,7,,2,0,22,40,55,25,137,5,25,136,5,No,1,8,8
56339,168267,1,,10/10/1986,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140029,10/10/1986,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),22,113,5,,,,,,,,14,69,5,2,2,100,7,10,70,20,142,7,,2,0,20,39,51,22,120,5,22,116,5,No,,,
56339,148044,1,,09/04/1987,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115524,09/04/1987,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),19,98,5,,,,,,,,10,52,5,2,2,100,5,7,71,17,121,7,,2,0,18,31,58,19,103,5,19,99,5,No,1,8,8
56339,150453,1,,10/07/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118500,10/07/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),21,113,5,,,,,,,,13,66,5,2,2,100,4,6,63,19,123,6,,2,0,17,34,50,22,120,5,22,118,5,No,,,
56339,150670,1,,16/11/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118764,16/11/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),16,66,4,,,,,,,,7,26,4,1,1,100,1,3,42,14,91,7,,3,0,7,23,30,16,67,4,16,69,4,No,1,8,8
56339,150897,1,,25/05/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119047,25/05/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),18,84,5,4,4,1,1,3,3,3,11,50,5,2,4,59,1,3,31,16,104,7,4,12,33,10,27,37,18,84,5,18,83,5,No,6,40,7
56339,151001,1,,27/07/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119166,27/07/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,66,6,1,1,1,1,3,3,3,8,47,6,1,2,57,2,4,51,12,86,7,,4,0,13,24,54,12,66,6,12,69,6,No,2,13,7
56339,151503,1,,07/06/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119770,07/06/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),19,100,5,7,7,1,1,3,3,3,12,54,5,3,5,56,2,4,51,17,114,7,8,24,33,15,31,48,20,105,5,20,103,5,No,12,84,7
56339,151744,1,,08/11/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,141856,08/11/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,77,5,1,2,2,1,3,3,6,11,63,6,2,2,100,3,4,76,15,109,7,,5,0,16,24,67,15,81,5,15,84,6,No,2,14,7
56339,169241,1,,29/03/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,141883,29/03/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),26,134,5,2,3,2,1,5,5,8,17,76,4,2,2,60,3,5,60,24,162,7,2,10,20,19,40,48,26,139,5,26,137,5,No,6,40,7
56339,173174,1,,04/10/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,121024,04/10/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),16,73,5,,,,,,,,11,51,5,2,2,100,2,4,51,15,102,7,3,5,60,11,25,44,16,72,4,16,71,4,No,2,17,9
56339,152944,1,,30/09/1997,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,121596,30/09/1997,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,57,4,,,,,,,,8,29,4,,,,1,3,29,12,77,6,,4,0,8,26,31,14,58,4,14,56,4,No,1,6,6
56339,153689,1,,27/01/1999,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,122545,27/01/1999,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,75,5,,,,,,,,10,44,4,2,2,100,3,4,77,13,91,7,3,5,60,14,26,54,15,80,5,15,79,5,No,1,9,9
56339,343448,1,,14/05/2002,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: HI - HEADLINE INDICATOR - General Quality Assessment,336983,17/05/2002,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,92,5,14,19,1,3,3,3,4,14,73,5,9,14,64,4,7,58,17,117,7,16,38,42,19,37,51,19,94,5,19,92,5,No,17,124,7
56339,349059,1,,16/09/2002,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,342139,24/09/2002,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,10,48,5,4,5,1,1,1,1,1,9,42,5,4,6,57,2,3,44,8,56,7,5,16,31,9,20,45,11,53,5,11,55,5,No,6,44,7
56339,364712,1,,15/05/2003,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,358576,19/05/2003,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,20,107,5,,,,,,,,14,64,5,2,2,100,9,11,79,20,141,7,,3,0,27,41,66,23,124,5,23,125,5,No,,,
56339,365165,1,,02/09/2003,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,358910,30/09/2003,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,21,100,5,14,19,1,3,3,3,4,14,71,5,7,11,64,5,8,68,19,132,7,15,35,43,19,39,49,21,103,5,21,105,5,No,19,137,7
56339,572700,1,,29/04/2008,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: HI - HEADLINE INDICATOR - General Quality Assessment,566960,02/05/2008,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,104,5,18,24,1,3,5,5,7,20,92,5,12,19,64,7,11,68,22,152,7,21,48,44,25,50,50,26,127,5,26,131,5,No,21,148,7
